ID,Reference,Deal date,Status,Product,Group,Purchase value,Discount,Purchase price,New business,Gross revenue,Claim count,Reinvestment,Setup fee,Other fee,Adjustments,Release amount,Paid by insurance,Denied by insurance,Received insurance response,Pending insurance response,Expected total,Provisions,Expected till date,Collected till date
619b9d503cd28c466f20f800,2109/000011/DCDC/0006,13-Sep-21,Completed,claim,DCDC,21593,0.12,19001.84,19001.84,2591.16,24,0,0,0,0,19001.84,21593,0,21593,0,21126.59,466.41,21126.59,21593
619b9d803cd28c466f20f80b,2110/000012/ALAFDAL/0006,24-Oct-21,Completed,claim,ALAFDAL,2680.8,0.08,2466.34,2466.34,214.46,6,0,0,0,0,2466.34,2680.8,0,2680.8,0,2596.62,84.18,2596.62,2680.8
619b9d973cd28c466f20f811,2110/000013/ALAFDAL/0007,24-Oct-21,Completed,claim,ALAFDAL,14273.33,0.08,13131.46,13131.46,1141.87,96,0,0,0,0,13131.46,14180.95,92.38,14273.33,0,13930.77,342.56,13930.77,14273.33
619b9dc53cd28c466f20f817,2110/000014/ALAFDAL/0008,24-Oct-21,Completed,claim,ALAFDAL,3882.5,0.08,3571.9,3571.9,310.6,13,0,0,0,0,3571.9,3882.5,0,3882.5,0,3799.41,83.09,3799.41,3882.5
619b9de13cd28c466f20f81d,2110/000015/DCDC/0007,09-Nov-21,Completed,claim,DCDC,48455.05,0.12,42640.44,42640.44,5814.61,32,0,0,0,0,42640.44,44728.05,3727,48455.05,0,47112.85,1342.2,47112.85,48455.05
619b9df43cd28c466f20f823,2110/000016/DCDC/0008,09-Nov-21,Completed,claim,DCDC,54238,0.12,47729.44,0,6508.56,73,0,0,0,0,47729.44,37098,17140,54238,0,53055.61,1182.39,53055.61,54238
619b9e083cd28c466f20f829,2110/000017/DCDC/0009,09-Nov-21,Completed,claim,DCDC,94872.4,0.12,83487.71,83487.71,11384.69,182,0,0,0,0,83487.71,86498.18,8374.22,94872.4,0,92377.26,2495.14,92377.26,94872.4
619b9e1a3cd28c466f20f82f,2110/000018/DCDC/0010,09-Nov-21,Completed,claim,DCDC,256809.9,0.12,225992.71,225992.71,30817.19,325,0,0,0,0,225992.71,236537.74,20272.16,256809.9,0,251083.05,5726.85,251083.05,256809.9
619e6283b7d9a7f5d2bc7e9c,2111/000019/LIFEWORKS/0001,25-Nov-21,Completed,claim,LIFEWORKS,89142.03,0.08,82314.45,82314.45,6827.58,135,0,3000,0,0,79314.45,84134.03,5008,89142.03,0,87217.82,1924.21,87217.82,89142.03
61af259b5cce6695c4417d78,2112/000020/TRANSFORM/0001,07-Dec-21,Completed,claim,TRANSFORM,269540.44,0.08,249186.49,249186.48,20353.95,582,0,3500,0,7500,238186.49,232075.7,37464.74,269540.44,0,262690.11,6850.33,262690.11,269540.44
61af6f7dccd5bb913d616e28,2112/000021/ZFFRULLA/0001,07-Dec-21,Completed,claim,AL YAMAMAH GROUP,8645.42,0.11,7737.65,7737.65,907.77,302,0,0,0,0,7737.65,8222.1,423.32,8645.42,0,8324.69,320.73,8324.69,8645.42
61af6f8bccd5bb913d616e30,2112/000022/ALBANNA/0001,07-Dec-21,Completed,claim,AL YAMAMAH GROUP,6304.4,0.1,5642.44,5642.44,661.96,279,0,0,0,0,5642.44,4995.2,1309.2,6304.4,0,6021.33,283.07,6021.33,6304.4
61af6f98ccd5bb913d616e38,2112/000023/ALYAMAMAH/0001,07-Dec-21,Completed,claim,AL YAMAMAH GROUP,10972.27,0.11,9820.18,9820.18,1152.09,448,0,3500,0,0,6320.18,10604.19,368.08,10972.27,0,10511.44,460.83,10511.44,10972.27
61b8899795b7c363e17d0f57,2112/000024/LIFEWORKS/0002,14-Dec-21,Completed,claim,LIFEWORKS,114506.23,0.08,105893.48,105893.48,8612.75,172,0,0,0,0,105893.48,107317.83,7188.4,114506.23,0,112041.98,2464.25,112041.98,114506.23
61cc4bf90795177a4ada2202,2112/000026/LIFEWORKS/0003,29-Dec-21,Completed,claim,LIFEWORKS,102256.24,0.08,94479.56,0,7776.68,167,44480,0,0,0,49999.56,96686.59,5569.65,102256.24,0,99964.75,2291.49,99964.75,102256.24
61d44a047f36e9dc8e21b054,2201/000027/LIFEWORKS/0004,04-Jan-22,Completed,claim,LIFEWORKS,56844.13,0.07,52625.43,509.6,4218.7,89,0,0,0,0,52625.43,50854.6,5989.53,56844.13,0,55650.28,1193.85,55650.28,56844.13
61dc31578da7a2fb9e254f86,2201/000028/OPENMINDS/0001,10-Jan-22,Completed,claim,OPENMINDS,392427.67,0.08,362995.59,362995.59,29432.08,464,0,0,0,0,362995.59,346143.4,46284.27,392427.67,0,382263.79,10163.88,382263.79,392427.67
61e01af6ce99725d14c1567a,2201/000029/LIFEWORKS/0005,13-Jan-22,Completed,claim,LIFEWORKS,18695.9,0.07,17365.44,509.6,1330.46,30,17365,0,0,0,0.44,18692.9,3,18695.9,0,18281.99,413.91,18281.99,18695.9
61e7bdf5d0bb207435d66a0b,2201/000030/ALAFDAL/0009,19-Jan-22,Completed,claim,ALAFDAL,76660.68,0.08,70527.83,5907.32,6132.85,448,70527.83,0,0,0,0,72845.35,3815.33,76660.68,0,74620.92,2039.76,74620.92,76660.68
61ee454f357fabfacc4da0b6,2201/000031/OPENMINDS/0002,24-Jan-22,Completed,claim,OPENMINDS,228391.66,0.07,211262.29,211262.29,17129.37,317,0,3500,0,0,207762.29,209489.76,18901.9,228391.66,0,222877.48,5514.18,222877.48,228391.66
61ee4705357fabfacc504388,2201/000032/TRANSFORM/0002,24-Jan-22,Completed,claim,TRANSFORM,395351.49,0.07,366583.28,0,28768.21,856,187347.48,0,0,0,179235.8,354548.53,40802.96,395351.49,0,385523.26,9828.23,385523.26,395351.49
61f9156928a9f265dbedf0db,2202/000033/ZFFRULLA/0002,01-Feb-22,Completed,claim,AL YAMAMAH GROUP,6114.35,0.1,5502.91,0,611.44,222,0,0,0,0,5502.91,5778.31,336.04,6114.35,0,5886.29,228.06,5886.29,6114.35
61f9164e28a9f265dbee0bd4,2202/000034/ALYAMAMAH/0002,01-Feb-22,Completed,claim,AL YAMAMAH GROUP,12782,0.1,11503.8,3085.47,1278.2,519,0,0,0,0,11503.8,11854.36,927.64,12782,0,12329.58,452.42,12329.58,12782
61f9168a28a9f265dbee4d81,2202/000035/RAHMANIAH/0001,01-Feb-22,Completed,claim,AL YAMAMAH GROUP,26812.74,0.1,24131.47,24131.47,2681.27,501,0,0,0,0,24131.47,4855.92,21956.82,26812.74,0,26003,809.74,26003,26812.74
61f916b328a9f265dbee8785,2202/000036/ALBANNA/0002,01-Feb-22,Completed,claim,AL YAMAMAH GROUP,45774.37,0.1,41196.93,37308.53,4577.44,1039,0,0,0,0,41196.93,43282.93,2491.44,45774.37,0,44361.31,1413.06,44361.31,45774.37
61fbdb3a463b61e34df93f17,2202/000037/LIFEWORKS/0006,03-Feb-22,Completed,claim,LIFEWORKS,45368.8,0.07,42116.02,0,3252.78,70,42116.02,0,0,0,0,42616,2752.8,45368.8,0,44360.85,1007.95,44360.85,45368.8
620e1f19fe416e7866bbe37f,2202/000038/ALAFDAL/0010,17-Feb-22,Completed,claim,ALAFDAL,64721,0.11,57631.78,35668.93,7089.22,689,33216,0,0,0,24415.78,59162.61,5558.39,64721,0,62120.66,2600.34,62120.66,64721
6215d96b8ff223a1d00547f3,2202/000039/LIFEWORKS/0007,23-Feb-22,Completed,claim,LIFEWORKS,97231.28,0.07,89962.76,0,7268.52,155,40000,0,0,0,49962.76,91261.81,5969.47,97231.28,0,95065.21,2166.07,95065.21,97231.28
621731d1754e644b8df25672,2202/000040/OPENMINDS/0003,24-Feb-22,Completed,claim,OPENMINDS,327864.34,0.06,308192.48,0,19671.86,469,308192.48,0,0,0,0,291462.48,36401.86,327864.34,0,319887,7977.34,319887,327864.34
6217527ccb89a66ea41a4ec7,2202/000041/INFINTI/0001,24-Feb-22,Completed,claim,INFINTI,263454.64,0.06,246330.09,246330.09,17124.55,2429,0,5000,0,0,241330.09,248011.96,15442.68,263454.64,0,256857.06,6597.58,256857.06,263454.64
621e17296a0dd551e5602b0b,2203/000042/LIFEWORKS/0008,01-Mar-22,Completed,claim,LIFEWORKS,20810.2,0.07,19274.92,0,1535.28,31,0,0,0,0,19274.92,19482.2,1328,20810.2,0,20310.72,499.48,20310.72,20810.2
62231ce1e8ea4771ace88a3f,2203/000043/ALOLAMA-BARSHA/0001,05-Mar-22,Completed,claim,SULTAN AL OLAMA GROUP,245503.44,0.05,233228.27,233228.27,12275.17,325,0,0,0,0,233228.27,244231.21,1272.23,245503.44,0,240755.69,4747.75,240755.69,245503.44
62231d0ae8ea4771ace8977c,2203/000044/ALOLAMA-ETIHAD/0001,05-Mar-22,Completed,claim,SULTAN AL OLAMA GROUP,613613.6,0.05,582932.92,582932.92,30680.68,1190,0,13000,0,0,569932.92,606545.61,7067.99,613613.6,0,601746.56,11867.04,601746.56,613613.6
6228384f2a8800bf978408a9,2203/000045/TRANSFORM/0003,09-Mar-22,Completed,claim,TRANSFORM,179832.01,0.08,166299.5,0,13532.51,529,166299.5,0,0,0,0,151464.92,28367.09,179832.01,0,175252.18,4579.83,175252.18,179832.01
622af5386b79a0080f7a81ab,2203/000046/LIFEWORKS/0009,11-Mar-22,Completed,claim,LIFEWORKS,51247.52,0.07,47491.32,0,3756.2,78,47491.32,0,0,0,0,48940.5,2307.02,51247.52,0,49864.82,1382.7,49864.82,51247.52
6232c129cef80b982583fa58,2203/000047/ALYAMAMAH/0003,17-Mar-22,Completed,claim,AL YAMAMAH GROUP,7319.46,0.1,6587.51,0,731.95,272,6587.51,0,0,0,0,4751.35,2568.11,7319.46,0,7032.8,286.66,7032.8,7319.46
6232c151cef80b9825840ae4,2203/000048/ZFFRULLA/0003,17-Mar-22,Completed,claim,AL YAMAMAH GROUP,5422.73,0.1,4880.46,1649.75,542.27,179,4880.46,0,0,0,0,4982.92,439.81,5422.73,0,5205.73,217,5205.73,5422.73
6232c17ccef80b9825841669,2203/000049/ALBANNA/0003,17-Mar-22,Completed,claim,AL YAMAMAH GROUP,10139.24,0.1,9125.32,0,1013.92,243,9125.32,0,0,0,0,9337.5,801.74,10139.24,0,9781.57,357.67,9781.57,10139.24
6232c1a2cef80b9825842430,2203/000050/RAHMANIAH/0002,17-Mar-22,Completed,claim,AL YAMAMAH GROUP,5447.9,0.1,4903.11,0,544.79,101,4903.11,0,0,0,0,0,5447.9,5447.9,0,5259.95,187.95,5259.95,5447.9
62332015cef80b982584fd00,2203/000051/ALAFDAL/0011,17-Mar-22,Completed,claim,ALAFDAL,36797.52,0.09,33663.77,6970.69,3133.75,278,0,0,0,0,33663.77,35930.24,867.28,36797.52,0,35633.46,1164.06,35633.46,36797.52
623866aecef80b98258633e9,2203/000052/LIFEWORKS/0010,21-Mar-22,Completed,claim,LIFEWORKS,19384.16,0.1,17454.89,0,1929.27,27,17454.89,0,0,0,0,19229.1,155.06,19384.16,0,18904.52,479.64,18904.52,19384.16
6241a5cb50ff034227848674,2203/000053/LIFEWORKS/0011,28-Mar-22,Completed,claim,LIFEWORKS,44909.58,0.1,40514.22,0,4395.36,66,40514.22,0,0,0,0,44382.06,527.52,44909.58,0,43823.97,1085.61,43823.97,44909.58
6242aeff50ff03422784a3cc,2203/000054/INFINTI/0002,29-Mar-22,Completed,claim,INFINTI,151840.39,0.07,141970.76,0,9869.63,1405,141970.76,0,0,0,0,132253.49,19586.9,151840.39,0,148185.33,3655.06,148185.33,151840.39
624438b8f49783f14cb77fcc,2203/000055/TAHYA/0001,30-Mar-22,Completed,claim,TAHYA,941245,0.14,809470.7,809470.7,131774.3,2106,0,15000,0,0,794470.7,906350,34895,941245,0,922420.1,18824.9,922420.1,941245
62459f6450ff03422787b5c2,2203/000056/ZNEEM-NEEMGRAND/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,87409.5,0.06,82164.93,82164.93,5244.57,169,0,13000,0,0,69164.93,86342.54,1066.96,87409.5,0,85206.89,2202.61,85206.89,87409.5
62459f9550ff03422787c01d,2203/000057/ZNEEM-BAITALNEEM/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,20404.71,0.06,19180.43,19180.43,1224.28,12,0,0,0,0,19180.43,20404.57,0.14,20404.71,0,19900.99,503.72,19900.99,20404.71
62459fbe50ff03422787c165,2203/000058/ZNEEM-ZAHARAT/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,71340.79,0.06,67060.34,67060.34,4280.45,114,0,0,0,0,67060.34,71340.72,0.07,71340.79,0,69803.18,1537.61,69803.18,71340.79
62459fed50ff03422787c88e,2203/000059/ZNEEM-NEEM/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,50078.58,0.06,47073.87,47073.86,3004.71,535,0,0,0,0,47073.87,49960.1,118.48,50078.58,0,48907.34,1171.24,48907.34,50078.58
6245a01d50ff03422787eebd,2203/000060/ZNEEM-LIWAN/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,21784.37,0.06,20477.31,20477.31,1307.06,67,0,0,0,0,20477.31,21784.04,0.33,21784.37,0,21256.41,527.96,21256.41,21784.37
6245a03750ff03422787f2f0,2203/000061/ZNEEM-ZAMAN/0001,31-Mar-22,Completed,claim,ZNEEM PHARMACIES,1466.42,0.06,1378.43,1378.43,87.99,16,0,0,0,0,1378.43,1358.11,108.31,1466.42,0,1431.96,34.46,1431.96,1466.42
6245b382ca13666893b208c3,2203/000062/ALOLAMA-BARSHA/0002,31-Mar-22,Completed,claim,SULTAN AL OLAMA GROUP,83692.04,0.05,79507.44,79507.44,4184.6,115,0,0,0,0,79507.44,81026.84,2665.2,83692.04,0,82068.42,1623.62,82068.42,83692.04
6245b3acca13666893b20d5c,2203/000063/ALOLAMA-ETIHAD/0002,31-Mar-22,Completed,claim,SULTAN AL OLAMA GROUP,262525.64,0.05,249399.36,249399.36,13126.28,502,0,0,0,0,249399.36,260380.3,2145.34,262525.64,0,257432.66,5092.98,257432.66,262525.64
6245b88bca13666893b23d1d,2203/000064/OPENMINDS/0004,31-Mar-22,Completed,claim,OPENMINDS,353494.83,0.06,332285.14,0,21209.69,476,332285.14,0,0,0,0,347617.33,5877.5,353494.83,0,344459.51,9035.32,344459.51,353494.83
624adac550ff03422789bf74,2204/000065/VASAN/0001,04-Apr-22,Completed,claim,VASAN GROUP,136873.2,0.07,127976.44,127976.45,8896.76,248,0,5000,0,0,122976.44,133360.14,3513.06,136873.2,0,134032.08,2841.12,134032.08,136873.2
624d73980c78aa81a8cd8a90,2204/000066/INFINTI/0003,06-Apr-22,Completed,claim,INFINTI,53252.34,0.06,49790.94,359.13,3461.4,435,19790.94,0,0,0,30000,45974.41,7277.93,53252.34,0,51888.08,1364.26,51888.08,53252.34
624ea1440c78aa81a8cdfc61,2204/000067/LIFEWORKS/0012,07-Apr-22,Completed,claim,LIFEWORKS,21501.29,0.1,19339.21,0,2162.08,31,19339.21,0,0,0,0,20650.5,850.79,21501.29,0,20983.83,517.46,20983.83,21501.29
624ecf145687e9b514234a96,2204/000069/ALOLAMA-ICP/0001,07-Apr-22,Completed,claim,SULTAN AL OLAMA GROUP,7068.8,0.05,6715.36,6715.36,353.44,10,0,0,0,0,6715.36,7068.8,0,7068.8,0,6930.85,137.95,6930.85,7068.8
624ecf2d5687e9b514234b15,2204/000071/ALOLAMA/0001,07-Apr-22,Completed,claim,SULTAN AL OLAMA GROUP,45318.4,0.05,43052.48,43052.48,2265.92,60,0,0,0,0,43052.48,45318.4,0,45318.4,0,44441.12,877.28,44441.12,45318.4
624ecf3e5687e9b514234dc4,2204/000072/ALOLAMA-SZR/0001,07-Apr-22,Completed,claim,SULTAN AL OLAMA GROUP,20711.97,0.05,19676.37,19676.37,1035.6,30,0,0,0,0,19676.37,20711.97,0,20711.97,0,20310.18,401.79,20310.18,20711.97
624ecff45687e9b514234f29,2204/000068/ALOLAMA-ETIHAD/0003,07-Apr-22,Completed,claim,SULTAN AL OLAMA GROUP,110278.22,0.05,104764.31,9152.97,5513.91,231,0,0,0,0,104764.31,107703.32,2574.9,110278.22,0,108156.92,2121.3,108156.92,110278.22
624ed0305687e9b514235a2c,2204/000070/ALOLAMA-BARSHA/0003,07-Apr-22,Completed,claim,SULTAN AL OLAMA GROUP,50431.62,0.05,47910.04,4177.11,2521.58,76,0,0,0,0,47910.04,50431.62,0,50431.62,0,49454.06,977.56,49454.06,50431.62
6257db7165d4eb3fa475e82e,2204/000073/LIFEWORKS/0013,14-Apr-22,Completed,claim,LIFEWORKS,31546.77,0.1,28413.69,0,3133.08,45,28414,0,0,0,-0.31,31469.5,77.27,31546.77,0,30779.89,766.88,30779.89,31546.77
6257f57465d4eb3fa475edde,2204/000074/SYMBIOSIS/0001,14-Apr-22,Completed,claim,SYMBIOSIS,121584.07,0.07,113073.19,113073.19,8510.88,206,0,4500,0,0,108573.19,102232.79,19351.28,121584.07,0,118860.59,2723.48,118860.59,121584.07
625930aa73db6c518e53b48a,2204/000075/ALAFDAL/0012,15-Apr-22,Completed,claim,ALAFDAL,35773.35,0.08,32910.06,0,2863.29,220,32910,0,0,0,0.06,35032.91,740.44,35773.35,0,34828.56,944.79,34828.56,35773.35
625d263173db6c518e5485cb,2204/000076/TRANSFORM/0004,18-Apr-22,Completed,claim,TRANSFORM,117218.97,0.07,108550.62,0,8668.35,300,108551,0,0,0,-0.38,107581.03,9637.94,117218.97,0,114395.07,2823.9,114395.07,117218.97
625d3c5873db6c518e54bb24,2204/000077/SYMBIOSIS/0002,18-Apr-22,Completed,claim,SYMBIOSIS,201571.76,0.06,188482.15,188482.15,13089.61,630,15293,4500,0,0,168689.15,195848.56,5723.2,201571.76,0,197266.32,4305.44,197266.32,201571.76
626a4a5b8346cf6ac75f97dd,2204/000078/ALYAMAMAH/0004,28-Apr-22,Completed,claim,AL YAMAMAH GROUP,5098.88,0.09,4629.76,1397.5,469.12,155,3410,0,0,0,1219.76,3196.52,1902.36,5098.88,0,4926.8,172.08,4926.8,5098.88
626a4a7f8346cf6ac75fa153,2204/000079/ZFFRULLA/0004,28-Apr-22,Completed,claim,AL YAMAMAH GROUP,3085.14,0.09,2796.47,0,288.67,109,0,0,0,0,2796.47,2961.71,123.43,3085.14,0,2978.18,106.96,2978.18,3085.14
626a4ad68346cf6ac75fafaf,2204/000080/ALBANNA/0004,28-Apr-22,Completed,claim,AL YAMAMAH GROUP,6742.02,0.09,6101.53,0,640.49,168,0,0,0,0,6101.53,3946.34,2795.68,6742.02,0,6523.28,218.74,6523.28,6742.02
626b8f4965a4f642e25453e0,2204/000081/TRANSFORM/0005,29-Apr-22,Completed,claim,TRANSFORM,94259.04,0.07,87941.28,0,6317.76,229,87941,0,0,0,0.28,69186,25073.04,94259.04,0,92077.26,2181.78,92077.26,94259.04
627a0f896f463a58c09526f3,2205/000082/ALOLAMA-ETIHAD/0004,10-May-22,Completed,claim,SULTAN AL OLAMA GROUP,325737.59,0.05,309450.71,41178.89,16286.88,685,0,0,0,0,309450.71,323065.71,2671.88,325737.59,0,319440.89,6296.7,319440.89,325737.59
627a0f966f463a58c0954627,2205/000083/ALOLAMA-ICP/0002,10-May-22,Completed,claim,SULTAN AL OLAMA GROUP,17483.36,0.05,16609.19,9806.99,874.17,24,0,0,0,0,16609.19,12743.36,4740,17483.36,0,17146.19,337.17,17146.19,17483.36
627a0fa36f463a58c0954799,2205/000084/ALOLAMA-BARSHA/0004,10-May-22,Completed,claim,SULTAN AL OLAMA GROUP,129960.68,0.05,123462.65,33395.55,6498.03,226,0,0,0,0,123462.65,123679.36,6281.32,129960.68,0,127450.61,2510.07,127450.61,129960.68
627a0faf6f463a58c09552c3,2205/000085/ALOLAMA/0002,10-May-22,Completed,claim,SULTAN AL OLAMA GROUP,18306.05,0.05,17390.75,164.16,915.3,24,0,0,0,0,17390.75,18306.05,0,18306.05,0,17951.06,354.99,17951.06,18306.05
627a0fbc6f463a58c0955408,2205/000086/ALOLAMA-SZR/0002,10-May-22,Completed,claim,SULTAN AL OLAMA GROUP,37270.68,0.05,35407.15,22895.57,1863.53,48,0,0,0,0,35407.15,36920.68,350,37270.68,0,36558.87,711.81,36558.87,37270.68
627a249c6f463a58c0958e02,2205/000087/INFINTI/0004,10-May-22,Completed,claim,INFINTI,104827.5,0.09,95393.03,0,9434.47,963,17916,0,0,0,77477.03,101353.95,3473.55,104827.5,0,102211.32,2616.18,102211.32,104827.5
627bbde2fe5c0cce6dd7f8a1,2205/000088/OPENMINDS/0005,11-May-22,Completed,claim,OPENMINDS,299432.79,0.06,281466.82,0,17965.97,391,34843,0,0,0,246623.82,295794.26,3638.53,299432.79,0,291907.35,7525.44,291907.35,299432.79
627bd97dfe5c0cce6dd87e7d,2205/000089/VASAN/0002,11-May-22,Completed,claim,VASAN GROUP,51490.04,0.06,48143.19,5946.6,3346.85,263,0,0,0,0,48143.19,49090.64,2399.4,51490.04,0,50418.24,1071.8,50418.24,51490.04
6280dde351b3113dabf1b57f,2205/000090/TAHYA/0002,15-May-22,Completed,claim,TAHYA,141100,0.14,121346,0,19754,376,121346,0,0,0,0,138650,2450,141100,0,138278,2822,138278,141100
628487e92b4c55f128df84d8,2205/000091/LIFEWORKS/0014,18-May-22,Completed,claim,LIFEWORKS,50485.93,0.09,45858.53,0,4627.4,73,45858,0,0,0,0.53,50433.7,52.23,50485.93,0,49184.46,1301.47,49184.46,50485.93
6288bb88e26164a8ee74ddb6,2205/000092/BRITISH-PH/0001,21-May-22,Completed,claim,BRITISH GROUP,50584.01,0.01,50078.17,50078.17,505.84,407,0,0,0,0,50078.17,50582.87,1.14,50584.01,0,50584.01,0,50584.01,50584.01
628f8351834190ff76788c10,2205/000093/ALOLAMA-ETIHAD/0005,26-May-22,Completed,claim,SULTAN AL OLAMA GROUP,152623.49,0.05,144992.32,986.1,7631.17,308,144992,0,0,0,0.32,152256.38,367.11,152623.49,0,148440.57,4182.92,148440.57,152623.49
628f8369834190ff7678995b,2205/000094/ALOLAMA-BARSHA/0005,26-May-22,Completed,claim,SULTAN AL OLAMA GROUP,57887.09,0.05,54992.74,5710.5,2894.35,95,54993,0,0,0,-0.26,57887.09,0,57887.09,0,56200.16,1686.93,56200.16,57887.09
628f8379834190ff76789dd1,2205/000095/ALOLAMA/0003,26-May-22,Completed,claim,SULTAN AL OLAMA GROUP,24692.32,0.05,23457.7,366.32,1234.62,20,23458,0,0,0,-0.3,24651.22,41.1,24692.32,0,23928.78,763.54,23928.78,24692.32
628f8389834190ff76789ed8,2205/000096/ALOLAMA-SZR/0003,26-May-22,Completed,claim,SULTAN AL OLAMA GROUP,4701.15,0.05,4466.09,2116.79,235.06,13,4466,0,0,0,0.09,4701.15,0,4701.15,0,4545.39,155.76,4545.39,4701.15
6295e4b697077df77adcc22a,2205/000097/TRANSFORM/0006,31-May-22,Completed,claim,TRANSFORM,141487.37,0.07,132029.27,0,9458.1,261,28681,0,0,0,103348.27,124845.28,16642.09,141487.37,0,138186.02,3301.35,138186.02,141487.37
6295e50e97077df77adccf12,2205/000098/LIFEWORKS/0015,31-May-22,Completed,claim,LIFEWORKS,31836.68,0.07,29600.09,0,2236.59,45,29600,0,0,0,0.09,31632.2,204.48,31836.68,0,30974.87,861.81,30974.87,31836.68
629a1815fb9550e147c9bfc2,2206/000100/ALOLAMA-SZR/0004,02-Jun-22,Completed,claim,SULTAN AL OLAMA GROUP,4355.1,0.05,4137.35,0,217.75,9,4137,0,0,0,0.35,4355.1,0,4355.1,0,4253.1,102,4253.1,4355.1
629a1820fb9550e147c9c044,2206/000101/ALOLAMA-BARSHA/0006,02-Jun-22,Completed,claim,SULTAN AL OLAMA GROUP,50446.05,0.05,47923.75,0,2522.3,68,47924,0,0,0,-0.25,50445.98,0.07,50446.05,0,48998.26,1447.79,48998.26,50446.05
629a1834fb9550e147c9c362,2206/000102/ALOLAMA-ICP/0003,02-Jun-22,Completed,claim,SULTAN AL OLAMA GROUP,4487.3,0.05,4262.93,2143.48,224.37,9,4263,0,0,0,-0.07,4487.3,0,4487.3,0,4339.08,148.22,4339.08,4487.3
629a1841fb9550e147c9c3ea,2206/000103/ALOLAMA-ETIHAD/0006,02-Jun-22,Completed,claim,SULTAN AL OLAMA GROUP,150269.38,0.05,142755.91,0,7513.47,291,142756,0,0,0,-0.09,149603.72,665.66,150269.38,0,146146.72,4122.66,146146.72,150269.38
629dff7bd30802f21a35dc72,2206/000104/INFINTI/0005,06-Jun-22,Completed,claim,INFINTI,125426.07,0.06,117273.38,0,8152.69,1125,0,0,0,0,117273.38,120137.71,5288.36,125426.07,0,122213.15,3212.92,122213.15,125426.07
629f41eb13990d142b9d05d8,2206/000105/ANQOOD/0001,07-Jun-22,Completed,claim,ANQOOD,40784.65,0.06,38541.49,38541.49,2243.16,332,0,0,0,0,38541.49,40784.65,0,40784.65,0,39858.84,925.81,39858.84,40784.65
